Title,Developer(s),Publisher(s),Release date
PAL,JP,NA
Magic: The Gathering – Battlegrounds,"Secret Level, Inc.",Atari,"Nov 21, 2003 EU Nov 28, 2003 AUS","Jul 22, 2004","Nov 18, 2003"
Magi Death Fight: Mahou Gakuen,Takuyo,Takuyo,Unreleased,"Jul 4, 2002",Unreleased
Major League Baseball 2K5,Kush Games,2K Sports,Unreleased,Unreleased,"Feb 23, 2005"
Major League Baseball 2K5: World Series Edition,Kush Games,2K Sports,Unreleased,Unreleased,"Oct 18, 2005"
Major League Baseball 2K6,Kush Games,2K Sports,Unreleased,Unreleased,"Apr 3, 2006"
Major League Baseball 2K7,Kush Games,2K Sports,Unreleased,Unreleased,"Feb 27, 2007"
Malice,Argonaut Games,Mud Duck Productions NA Evolved Games PAL,"Aug 6, 2004",Unreleased,"Jun 2, 2004"
Manchester United Manager 2005,Codemasters,Codemasters,"Oct 22, 2004",Unreleased,Unreleased
Manhunt,Rockstar North,Rockstar Games,"Apr 23, 2004",Unreleased,"Apr 20, 2004"
Marc Ecko's Getting Up: Contents Under Pressure,The Collective,Atari,"Feb 24, 2006",Unreleased,"Feb 14, 2006"
Marvel: Ultimate Alliance,Raven Software,Activision,"Oct 27, 2006 EU Nov 1, 2006 AUS",Unreleased,"Oct 24, 2006"
Marvel Nemesis: Rise of the Imperfects,Nihilistic Software,Electronic Arts,"Oct 14, 2005",Unreleased,"Sep 20, 2005"
Marvel vs. Capcom 2,Capcom,Capcom,"Nov 29, 2002","Sep 19, 2002","Mar 27, 2003"
Mashed: Drive to Survive,Supersonic Software,Empire Interactive,"Jun 18, 2004",Unreleased,Unreleased
Mashed: Fully Loaded,Supersonic Software,Empire Interactive,"Mar 24, 2005",Unreleased,Unreleased
Mat Hoffman's Pro BMX 2,Rainbow Studios,Activision O2,"Oct 4, 2002",Unreleased,"Aug 13, 2002"
The Matrix: Path of Neo,Shiny Entertainment,Atari,"Nov 11, 2005",Unreleased,"Nov 8, 2005"
Max Payne,Neo Software,Rockstar Games,"Mar 14, 2002",Unreleased,"Dec 18, 2001"
Max Payne 2: The Fall of Max Payne,Rockstar Vienna,Rockstar Games,"Dec 5, 2003",Unreleased,"Nov 25, 2003"
Maximum Chase,Genki,Microsoft Game Studios JP Majesco Sales NA,Unreleased,"Sep 26, 2002","Nov 5, 2003"
MechAssault,Day 1 Studios,Microsoft Game Studios,"Nov 22, 2002","Jun 12, 2003","Nov 12, 2002"
MechAssault 2: Lone Wolf,Day 1 Studios,Microsoft Game Studios,"Feb 4, 2005","Jan 20, 2005","Dec 28, 2004"
Medal of Honor: European Assault,EA Los Angeles,EA Games,"Jun 17, 2005",Unreleased,"Jun 6, 2005"
Medal of Honor: Frontline,EA Los Angeles,EA Games,"Dec 6, 2002",Unreleased,"Nov 7, 2002"
Medal of Honor: Rising Sun,EA Los Angeles,EA Games,"Nov 25, 2003 AUS Nov 28, 2003 EU",Unreleased,"Nov 11, 2003"
Mega Man Anniversary Collection,Atomic Planet Entertainment,Capcom,Unreleased,Unreleased,"Mar 15, 2005"
Melbourne Cup Challenge Frankie Dettori Racing (EU),Sidhe Interactive,Tru Blu Entertainment,"Oct 26, 2006 AUS Dec 8, 2006 EU",Unreleased,Unreleased
Men of Valor,"2015, Inc",Vivendi Universal Games,"Nov 5, 2004",Unreleased,"Oct 19, 2004"
Mercenaries: Playground of Destruction,Pandemic Studios,LucasArts,"Feb 18, 2005",Unreleased,"Jan 11, 2005"
Metal Arms: Glitch in the System,Swingin' Ape Studios,Vivendi Universal Games,"Dec 5, 2003","May 20, 2004","Nov 18, 2003"
Metal Dungeon,Panther Software,Panther Software JP Xicat Interactive WW,"Dec 6, 2002","Feb 28, 2002","Dec 3, 2002"
Metal Gear Solid 2: Substance,Konami Computer Entertainment Japan,Konami,"Mar 7, 2003",Unreleased,"Nov 5, 2002"
Metal Slug 3,SNK,SNK Playmore JP/NA Ignition Entertainment PAL,"Nov 4, 2004","Jun 24, 2004","May 25, 2004"
Metal Slug 4,SNK Playmore,SNK Playmore JP/NA Ignition Entertainment PAL,"Nov 4, 2005","Feb 24, 2005","Aug 19, 2005"
Metal Slug 5,SNK Playmore,SNK Playmore JP/NA Ignition Entertainment PAL,"Mar 10, 2006","Jul 28, 2005","Aug 19, 2005"
Metal Wolf Chaos,FromSoftware,FromSoftware,Unreleased,"Dec 22, 2004",Unreleased
Miami Vice,Davilex Games,Davilex Games,"Dec 17, 2004",Unreleased,Unreleased
Micro Machines,Infogrames Sheffield House,Infogrames,"Nov 8, 2002","Nov 8, 2002 AS",Unreleased
Midnight Club II,Rockstar San Diego,Rockstar Games,"Jun 20, 2003",Unreleased,"Jun 4, 2003"
Midnight Club 3: Dub Edition,Rockstar San Diego,Rockstar Games,"Apr 15, 2005",Unreleased,"Apr 12, 2005"
Midnight Club 3: Dub Edition Remix,Rockstar San Diego,Rockstar Games,"Mar 17, 2006",Unreleased,"Mar 13, 2006"
Midtown Madness 3,Digital Illusions CE,Microsoft Game Studios,"Jun 27, 2003","Aug 7, 2003","Jun 17, 2003"
Midway Arcade Treasures,Digital Eclipse,Midway,"Feb 6, 2004",Unreleased,"Nov 24, 2003"
Midway Arcade Treasures 2,Digital Eclipse,Midway,"Oct 29, 2004 EU Nov 4, 2004 AUS",Unreleased,"Oct 11, 2004"
Midway Arcade Treasures 3,Backbone Entertainment Gamestar Midway Studios San Diego,Midway,"Oct 14, 2005",Unreleased,"Sep 26, 2005"
Mike Tyson Heavyweight Boxing,Atomic Planet Entertainment,Codemasters,"Jul 5, 2002",Unreleased,"Jul 17, 2002"
Minority Report: Everybody Runs,Treyarch,Activision,"Dec 6, 2002",Unreleased,"Nov 19, 2002"
Mission: Impossible – Operation Surma,Paradigm Entertainment,Atari,"Dec 5, 2003",Unreleased,"Dec 9, 2003"
MLB Slugfest 2003,Midway Games,Midway Sports,Unreleased,Unreleased,"Aug 26, 2002"
MLB Slugfest 2004,Point of View,Midway Sports,Unreleased,Unreleased,"Mar 17, 2003"
MLB Slugfest 2006,Blue Shift,Midway,Unreleased,Unreleased,"Jun 5, 2006"
MLB Slugfest: Loaded,Point of View,Midway Sports,Unreleased,Unreleased,"Jun 21, 2004"
Mojo!,FarSight Technologies,Crave Entertainment,"Mar 26, 2004",Unreleased,"Aug 26, 2003"
Monopoly Party,Runecraft,Infogrames,"Nov 29, 2002",Unreleased,"Oct 29, 2002"
Monster 4x4: World Circuit,Ubisoft Barcelona,Ubisoft,Unreleased,Unreleased,"Mar 23, 2006"
Monster Garage,Impulse Games,Activision,Unreleased,Unreleased,"Nov 3, 2004"
Mortal Kombat: Armageddon,Midway Games,Midway,Unreleased,Unreleased,"Oct 16, 2006"
Mortal Kombat: Deadly Alliance,Midway Games,Midway,"Feb 14, 2003",Unreleased,"Nov 22, 2002"
Mortal Kombat: Deception,Midway Games,Midway,"Nov 19, 2004",Unreleased,"Oct 4, 2004"
Mortal Kombat: Shaolin Monks,Midway Studios Los Angeles,Midway,"Sep 30, 2005",Unreleased,"Sep 19, 2005"
Motocross Mania 3,Deibus Studios,Global Star Software PAL 2K Games NA,"Apr 22, 2005",Unreleased,"Apr 27, 2005"
MotoGP: Ultimate Racing Technology,Climax Brighton,THQ,"May 24, 2002",Unreleased,"May 20, 2002"
MotoGP: Ultimate Racing Technology 2,Climax Brighton,THQ,"May 15, 2003","Jul 17, 2003","May 21, 2003"
MotoGP: Ultimate Racing Technology 3,Climax Racing,THQ,"Sep 2, 2005",Unreleased,"Aug 30, 2005"
MTV Music Generator 3,Mixmax,Codemasters,"Jun 18, 2004",Unreleased,"Jun 22, 2004"
MTX Mototrax,Left Field Productions,Activision,"Mar 26, 2004",Unreleased,"Mar 2, 2004"
Murakumo: Renegade Mech Pursuit,FromSoftware,FromSoftware JP Ubi Soft NA,Unreleased,"Jul 25, 2002","Mar 6, 2003"
Muzzle Flash,Beyond Interactive,Victor Interactive Software,Unreleased,"Feb 27, 2003",Unreleased
MVP 06: NCAA Baseball,EA Canada,EA Sports,Unreleased,Unreleased,"Jan 17, 2006"
MVP Baseball 2003,EA Canada,EA Sports,Unreleased,Unreleased,"Mar 10, 2003"
MVP Baseball 2004,EA Canada,EA Sports,Unreleased,Unreleased,"Mar 9, 2004"
MVP Baseball 2005,EA Canada,EA Sports,Unreleased,Unreleased,"Feb 22, 2005"
MX 2002 featuring Ricky Carmichael,Pacific Coast Power & Light,THQ,"Apr 26, 2002",Unreleased,"Dec 3, 2001"
MX Superfly,Pacific Coast Power & Light,THQ,"Mar 21, 2003",Unreleased,"Nov 20, 2002"
MX Unleashed,Rainbow Studios,THQ,"Mar 26, 2004",Unreleased,"Feb 17, 2004"
MX vs. ATV Unleashed,Rainbow Studios,THQ,"Jun 24, 2005",Unreleased,"Mar 24, 2005"
MX World Tour Featuring Jamie Little,Impulse Games,Crave Entertainment,Unreleased,Unreleased,"Apr 5, 2005"
Myst III: Exile,Presto Studios,Ubi Soft WW MediaQuest JP,"Oct 4, 2002","May 2, 2002","Sep 19, 2002"
Myst IV: Revelation,Ubisoft Montreal,Ubisoft,Unreleased,Unreleased,"Mar 28, 2005"
N.U.D.E.@ Natural Ultimate Digital Experiment,Red Entertainment,Microsoft Game Studios,Unreleased,"Apr 24, 2003",Unreleased
Nakajima Tetsuya no Othello Seminar,Success,Success,Unreleased,"Jun 13, 2002",Unreleased
Namco Museum,Mass Media,Namco,Unreleased,Unreleased,"Oct 9, 2002"
Namco Museum 50th Anniversary,Digital Eclipse,Namco,"Jan 31, 2006 AUS Mar 31, 2006 EU",Unreleased,"Aug 30, 2005"
Narc,Point of View,Midway,"May 20, 2005",Unreleased,"Mar 21, 2005"
NASCAR 06: Total Team Control,EA Tiburon,EA Sports,"Oct 21, 2005",Unreleased,"Aug 30, 2005"
NASCAR 07,EA Tiburon,EA Sports,Unreleased,Unreleased,"Sep 8, 2006"
NASCAR 2005: Chase for the Cup,EA Tiburon,EA Sports,Unreleased,Unreleased,"Aug 31, 2004"
NASCAR Heat 2002,Monster Games,Infogrames,Unreleased,Unreleased,"Nov 15, 2001"
NASCAR Thunder 2002,EA Tiburon,EA Sports,Unreleased,Unreleased,"Nov 15, 2001"
NASCAR Thunder 2003,EA Tiburon,EA Sports,Unreleased,Unreleased,"Sep 18, 2002"
NASCAR Thunder 2004,EA Tiburon,EA Sports,Unreleased,Unreleased,"Sep 16, 2003"
NBA 2K2,Visual Concepts,Sega,Unreleased,Unreleased,"Feb 26, 2002"
NBA 2K3,Visual Concepts,Sega,"Apr 17, 2003",Unreleased,"Oct 7, 2002"
NBA 2K6,Visual Concepts,2K Sports,"Mar 10, 2006",Unreleased,"Sep 27, 2005"
NBA 2K7,Visual Concepts,2K Sports,"Oct 20, 2006 AUS Oct 27, 2006 EU",Unreleased,"Sep 26, 2006"
NBA Ballers,Midway Games,Midway Sports,Unreleased,Unreleased,"Apr 5, 2004"
NBA Ballers: Phenom,Midway Games,Midway,Unreleased,Unreleased,"Mar 31, 2006"
NBA Inside Drive 2002,High Voltage Software,Microsoft Game Studios,"May 17, 2002",Unreleased,"Jan 21, 2002"
NBA Inside Drive 2003,High Voltage Software,Microsoft Game Studios,"Dec 6, 2002",Unreleased,"Oct 15, 2002"
NBA Inside Drive 2004,High Voltage Software,Microsoft Game Studios,"Nov 28, 2003","Jan 22, 2004","Nov 18, 2003"
NBA Jam,Acclaim Studios Austin,Acclaim Entertainment,"Nov 7, 2003",Unreleased,"Sep 23, 2003"
NBA Live 06,EA Canada,EA Sports,"Oct 7, 2005 EU Oct 10, 2005 AUS",Unreleased,"Sep 26, 2005"
NBA Live 07,EA Canada,EA Sports,"Oct 6, 2006 EU Oct 12, 2006 AUS",Unreleased,"Sep 25, 2006"
NBA Live 2002,EA Canada,EA Sports,"Mar 14, 2002","Mar 7, 2002","Nov 15, 2001"
NBA Live 2003,EA Canada,EA Sports,"Nov 27, 2002 AUS Nov 29, 2002 EU",Unreleased,"Oct 8, 2002"
NBA Live 2004,EA Canada,EA Sports,"Nov 7, 2003",Unreleased,"Oct 14, 2003"
NBA Live 2005,EA Canada,EA Sports,"Oct 26, 2004 AUS Oct 29, 2004 EU",Unreleased,"Sep 28, 2004"
NBA Starting Five,Konami Computer Entertainment Osaka,Konami,Unreleased,Unreleased,"Oct 9, 2002"
NBA Street V3,EA Canada,EA Sports BIG,"Feb 18, 2005",Unreleased,"Feb 8, 2005"
NBA Street Vol. 2,NuFX EA Canada,EA Sports BIG,"May 2, 2003",Unreleased,"Apr 29, 2003"
NCAA College Basketball 2K3,Kush Games Visual Concepts,Sega,Unreleased,Unreleased,"Dec 10, 2002"
NCAA College Football 2K3,Visual Concepts Avalanche Software,Sega,Unreleased,Unreleased,"Aug 13, 2002"
NCAA Football 06,EA Tiburon,EA Sports,Unreleased,Unreleased,"Jul 12, 2005"
NCAA Football 07,EA Tiburon,EA Sports,Unreleased,Unreleased,"Jul 18, 2006"
NCAA Football 08,EA Tiburon,EA Sports,Unreleased,Unreleased,"Jul 17, 2007"
NCAA Football 2003,EA Tiburon,EA Sports,Unreleased,Unreleased,"Jul 22, 2002"
NCAA Football 2004,EA Tiburon,EA Sports,Unreleased,Unreleased,"Jul 15, 2003"
NCAA Football 2005,EA Tiburon,EA Sports,Unreleased,Unreleased,"Jul 14, 2004"
NCAA March Madness 06,EA Canada,EA Sports,Unreleased,Unreleased,"Oct 12, 2005"
NCAA March Madness 2004,EA Canada,EA Sports,Unreleased,Unreleased,"Nov 17, 2003"
NCAA March Madness 2005,EA Canada,EA Sports,Unreleased,Unreleased,"Nov 16, 2004"
Need for Speed: Carbon,EA Black Box,Electronic Arts,"Nov 3, 2006 EU Nov 9, 2006 AUS",Unreleased,"Oct 31, 2006"
Need for Speed: Hot Pursuit 2,EA Seattle,EA Games,"Oct 24, 2002 AUS Oct 25, 2002 EU",Unreleased,"Oct 1, 2002"
Need for Speed: Most Wanted,EA Canada EA Black Box,Electronic Arts,"Nov 25, 2005 EU Nov 28, 2005 AUS",Unreleased,"Nov 15, 2005"
Need for Speed: Underground,EA Black Box,EA Games,"Nov 21, 2003",Unreleased,"Nov 17, 2003"
Need for Speed: Underground 2,EA Black Box,EA Games,"Nov 16, 2004 AUS Nov 19, 2004 EU",Unreleased,"Nov 15, 2004"
Neighbours from Hell,JoWooD Vienna,JoWooD Productions,"Mar 4, 2005",Unreleased,Unreleased
New Legends,Infinite Machine,THQ,"May 17, 2002",Unreleased,"Feb 19, 2002"
NFL 2K2,Visual Concepts,Sega,Unreleased,Unreleased,"Jan 9, 2002"
NFL 2K3,Visual Concepts,Sega,"Apr 17, 2003",Unreleased,"Aug 13, 2002"
NFL Blitz 2002,Point of View,Midway,Unreleased,Unreleased,"Mar 18, 2002"
NFL Blitz 2003,Point of View,Midway Sports,Unreleased,Unreleased,"Aug 12, 2002"
NFL Blitz Pro,Midway Games,Midway Sports,Unreleased,Unreleased,"Nov 4, 2003"
NFL Fever 2002,Microsoft Game Studios,Microsoft Game Studios,Unreleased,Unreleased,"Nov 15, 2001"
NFL Fever 2003,Microsoft Game Studios,Microsoft Game Studios,"Nov 1, 2002",Unreleased,"Aug 6, 2002"
NFL Fever 2004,Microsoft Game Studios,Microsoft Game Studios,"Sep 19, 2003","Sep 19, 2003","Aug 28, 2003"
NFL Head Coach,EA Tiburon,EA Sports,Unreleased,Unreleased,"Jun 20, 2006"
NFL Street,EA Tiburon,EA Sports BIG,"Jan 30, 2004",Unreleased,"Jan 13, 2004"
NFL Street 2,EA Tiburon,EA Sports BIG,"Jan 28, 2005",Unreleased,"Dec 26, 2004"
NHL 06,EA Canada,EA Sports,"Sep 16, 2005",Unreleased,"Sep 6, 2005"
NHL 07,EA Montreal,EA Sports,"Sep 21, 2006 AUS Sep 22, 2006 EU",Unreleased,"Sep 12, 2006"
NHL 2002,EA Canada,EA Sports,"Mar 14, 2002",Unreleased,"Dec 11, 2001"
NHL 2003,EA Canada,EA Sports,"Oct 25, 2002 EU Nov 1, 2002 AUS",Unreleased,"Oct 8, 2002"
NHL 2004,EA Black Box,EA Sports,"Oct 3, 2003 EU Oct 10, 2003 AUS",Unreleased,"Sep 23, 2003"
NHL 2005,EA Black Box,EA Sports,"Sep 17, 2004 AUS Sep 24, 2004 EU",Unreleased,"Sep 22, 2004"
NHL 2K3,Treyarch,Sega,"Mar 28, 2003",Unreleased,"Nov 19, 2002"
NHL 2K6,Kush Games,2K Sports,"Jan 20, 2006 AUS Mar 10, 2006 EU",Unreleased,"Sep 6, 2005"
NHL 2K7,Kush Games,2K Sports,Unreleased,Unreleased,"Sep 12, 2006"
NHL Hitz 2002,Black Box Games,Midway,"Mar 14, 2002",Unreleased,"Nov 15, 2001"
NHL Hitz 2003,Black Box Games,Midway Sports,"Nov 1, 2002",Unreleased,"Sep 16, 2002"
NHL Hitz Pro,Next Level Games,Midway Sports,"Nov 14, 2003",Unreleased,"Sep 25, 2003"
NHL Rivals 2004,Microsoft Game Studios,Microsoft Game Studios,"Dec 27, 2003",Unreleased,"Nov 18, 2003"
Nickelodeon Party Blast,Data Design Interactive,Infogrames,"Dec 6, 2002",Unreleased,"Oct 29, 2002"
NightCaster: Defeat the Darkness,VR1 Entertainment,Microsoft Game Studios,"May 31, 2002",Unreleased,"Jan 22, 2002"
NightCaster II: Equinox,Jaleco Entertainment,Jaleco Entertainment,"Jun 6, 2003",Unreleased,"Dec 10, 2002"
The Nightmare Before Christmas: Oogie's Revenge,Tose,Capcom PAL Buena Vista Games NA,"Sep 30, 2005",Unreleased,"Oct 10, 2005"
Ninja Gaiden,Team Ninja,Tecmo,"May 14, 2004 EU May 28, 2004 AUS","Mar 11, 2004","Mar 2, 2004"
Ninja Gaiden Black,Team Ninja,Tecmo,"Oct 21, 2005","Sep 29, 2005","Sep 20, 2005"
Nobunaga no Yabō: Ranseiki,Koei,Koei,Unreleased,"Feb 22, 2002",Unreleased
Obscure,Hydravision Entertainment,MC2-Microïds PAL DreamCatcher Interactive NA,"Sep 30, 2004 AUS Oct 1, 2004 EU",Unreleased,"Apr 6, 2005"
Oddworld: Munch's Oddysee,Oddworld Inhabitants,Microsoft Game Studios,"Mar 14, 2002",Unreleased,"Nov 15, 2001"
Oddworld: Stranger's Wrath,Oddworld Inhabitants,EA Games,"Mar 3, 2005 EU Mar 5, 2005 AUS",Unreleased,"Jan 25, 2005"
Open Season,Ubisoft Montreal Ubisoft Quebec,Ubisoft,"Oct 6, 2006 EU Nov 30, 2006 AUS",Unreleased,"Sep 18, 2006"
Operation Flashpoint: Elite,Bohemia Interactive,Codemasters,"Oct 28, 2005",Unreleased,"Nov 8, 2005"
Otogi: Myth of Demons,FromSoftware,FromSoftware JP Sega WW,"Sep 5, 2003","Dec 12, 2002","Aug 26, 2003"
Otogi 2: Immortal Warriors,FromSoftware,FromSoftware JP Sega WW,"Feb 11, 2004","Dec 25, 2003","Oct 19, 2004"
Outlaw Golf,Hypnotix,Simon & Schuster Interactive NA TDK Mediactive Europe PAL Microsoft JP,"Nov 29, 2002","Oct 23, 2003","Jun 11, 2002"
Outlaw Golf 2,Hypnotix,Global Star Software,"Feb 4, 2005",Unreleased,"Oct 21, 2004"
Outlaw Golf: 9 Holes of X-Mas,Hypnotix,Simon & Schuster Interactive,Unreleased,Unreleased,"Dec 23, 2002"
Outlaw Golf: 9 More Holes of X-Mas,Hypnotix,Simon & Schuster Interactive,Unreleased,Unreleased,"Nov 15, 2003"
Outlaw Tennis,Hypnotix,Global Star Software,"Jul 29, 2005",Unreleased,"Jul 26, 2005"
Outlaw Volleyball,Hypnotix,Simon & Schuster Interactive NA Microsoft JP TDK Mediactive Europe PAL,"Nov 14, 2003","Oct 23, 2003","Jul 8, 2003"
Outlaw Volleyball: Red Hot,Hypnotix,Simon & Schuster Interactive,Unreleased,Unreleased,"Oct 1, 2003"
OutRun 2,Sumo Digital,Microsoft Game Studios,"Oct 1, 2004 EU Oct 15, 2004 AUS","Jan 25, 2005","Oct 25, 2004"
OutRun 2006: Coast 2 Coast,Sumo Digital,Sega,"Mar 31, 2006 EU Apr 6, 2006 AUS",Unreleased,"Apr 25, 2006"
Over the Hedge,Edge of Reality,Activision,"Jun 8, 2006 EU Jun 14, 2006 AUS",Unreleased,"May 9, 2006"
Pac-Man World 2,Namco Hometek,Namco,Unreleased,Unreleased,"Oct 15, 2002"
Pac-Man World 3,Blitz Games,Namco NA Electronic Arts PAL,"Feb 6, 2006 AUS May 5, 2006 EU",Unreleased,"Nov 15, 2005"
Painkiller: Hell Wars,People Can Fly,DreamCatcher Interactive,"Jul 25, 2006",Unreleased,"Jul 25, 2006"
Panzer Dragoon Orta,Smilebit,Sega,"Mar 21, 2003","Dec 19, 2002","Jan 14, 2003"
Panzer Elite Action: Fields of Glory,ZootFly,JoWooD Productions,"Aug 11, 2006",Unreleased,Unreleased
Pariah,Digital Extremes,Groove Games NA Hip Games PAL,"May 6, 2005 EU May 25, 2005 AUS",Unreleased,"May 3, 2005"
Peter Jackson's King Kong,Ubisoft Montpellier,Ubisoft,"Nov 17, 2005",Unreleased,"Nov 22, 2005"
Petit Copter,AquaSystem,AquaSystem,Unreleased,"May 30, 2002",Unreleased
Phantasy Star Online Episode I & II,Sonic Team,Sega,"May 23, 2003","Jan 16, 2003","Apr 15, 2003"
Phantom Crash,Genki,Genki JP Phantagram WW,"Nov 22, 2002","Jun 20, 2002","Nov 4, 2002"
Phantom Dust,Microsoft Game Studios Japan,Microsoft JP Majesco Sales NA,Unreleased,"Sep 23, 2004","Mar 15, 2005"
Pilot Down: Behind Enemy Lines,Wide Games,Oxygen Interactive,"Sep 9, 2005",Unreleased,Unreleased
Pinball Hall of Fame,FarSight Studios,Crave Entertainment,Unreleased,Unreleased,"Nov 18, 2004"
Pirates of the Caribbean,Akella,Bethesda Softworks NA Ubi Soft PAL,"Sep 5, 2003",Unreleased,"Jul 8, 2003"
Pirates: The Legend of Black Kat,Westwood Studios,Electronic Arts,"Apr 19, 2002",Unreleased,"Mar 26, 2002"
Pitfall: The Lost Expedition,Edge of Reality,Activision,"Feb 20, 2004 EU Feb 23, 2004 AUS",Unreleased,"Feb 17, 2004"
Playboy: The Mansion,Cyberlore Studios,Arush Entertainment / Groove Games NA Ubisoft PAL,"Mar 4, 2005",Unreleased,"Jan 25, 2005"
Plus Plumb 2,Takuyo,Takuyo,Unreleased,"Jan 15, 2004",Unreleased
PocketBike Racer,Blitz Games,King Games,Unreleased,Unreleased,"Nov 19, 2006"
Pool Shark 2,Blade Interactive,Zoo Digital Publishing,"Nov 19, 2004",Unreleased,Unreleased
Powerdrome,Argonaut Sheffield,Mud Duck Productions NA Evolved Games PAL,"Oct 14, 2004 AUS Oct 29, 2004 EU",Unreleased,"Jun 15, 2004"
Predator: Concrete Jungle,Eurocom,Vivendi Universal Games,"Apr 15, 2005",Unreleased,"Apr 27, 2005"
Prince of Persia: The Sands of Time,Ubisoft Montreal,Ubisoft,"Feb 20, 2004",Unreleased,"Nov 11, 2003"
Prince of Persia: The Two Thrones,Ubisoft Montreal Ubisoft Casablanca,Ubisoft,"Dec 9, 2005",Unreleased,"Dec 1, 2005"
Prince of Persia: Warrior Within,Ubisoft Montreal,Ubisoft,"Dec 3, 2004","Oct 13, 2005","Dec 2, 2004"
Prisoner of War,Wide Games,Codemasters,"Jul 19, 2002",Unreleased,"Aug 20, 2002"
Pro Cast Sports Fishing,Capcom Production Studio 3,Capcom,"Sep 26, 2003","Jul 17, 2003","Aug 27, 2003"
Pro Evolution Soccer 4 World Soccer: Winning Eleven 8 International (NA),Konami Computer Entertainment Tokyo,Konami,"Nov 26, 2004 EU Dec 3, 2004 AUS",Unreleased,"Feb 1, 2005"
Pro Evolution Soccer 5 World Soccer: Winning Eleven 9 (NA),Konami Computer Entertainment Tokyo,Konami,"Oct 21, 2005",Unreleased,"Feb 7, 2006"
Pro Fishing Challenge,Opus Corp.,Atlus,Unreleased,Unreleased,"Aug 31, 2004"
Project Gotham Racing,Bizarre Creations,Microsoft Game Studios,"Mar 14, 2002","Feb 22, 2002","Nov 15, 2001"
Project Gotham Racing 2,Bizarre Creations,Microsoft Game Studios,"Nov 28, 2003","Nov 20, 2003","Nov 18, 2003"
Project Snowblind,Nixxes Software,Eidos Interactive,"Mar 11, 2005",Unreleased,"Feb 22, 2005"
ProStroke Golf: World Tour 2007,Gusto Games,Oxygen Interactive,"Aug 18, 2006",Unreleased,"Sep 12, 2006"
Psi-Ops: The Mindgate Conspiracy,Midway Games,Midway,"Oct 1, 2004",Unreleased,"Jun 14, 2004"
Psychonauts,Double Fine Productions,Majesco Entertainment,"Feb 10, 2006",Unreleased,"Apr 19, 2005"
Psyvariar 2,SKONEC,Success,Unreleased,"Oct 28, 2004",Unreleased
Pulse Racer,Jaleco Entertainment,Jaleco Entertainment,Unreleased,Unreleased,"Dec 10, 2002"
Pump It Up: Exceed,Andamiro,Mastiff,Unreleased,Unreleased,"Aug 31, 2005"
The Punisher,Volition,THQ,"Mar 4, 2005",Unreleased,"Jan 18, 2005"
Pure Pinball,Iridon Interactive,XS Games,Unreleased,Unreleased,"Aug 5, 2004"
Puyo Pop: Fever,Sonic Team,Sega,"Feb 27, 2004","Apr 24, 2004",Unreleased
Quantum Redshift,Curly Monsters,Microsoft Game Studios,"Oct 4, 2002","Nov 21, 2002","Sep 17, 2002"
R: Racing Evolution R: Racing (PAL),Namco,Namco,"Mar 26, 2004","Nov 27, 2003","Dec 9, 2003"
RalliSport Challenge,Digital Illusions CE,Microsoft Game Studios,"Mar 14, 2002","Jun 13, 2002","Mar 7, 2002"
RalliSport Challenge 2,Digital Illusions CE,Microsoft Game Studios,"May 21, 2004","Jun 10, 2004","May 4, 2004"
Rally Fusion: Race of Champions,Climax Brighton,Activision,"Nov 22, 2002",Unreleased,"Dec 12, 2002"
Rapala Pro Fishing,Fun Labs,Activision,"Aug 4, 2005","May 5, 2005","Aug 31, 2004"
Ratatouille,Asobo Studio,THQ,Unreleased,Unreleased,"Jun 26, 2007"
Rayman 3: Hoodlum Havoc,Ubi Pictures,Ubi Soft,"Mar 14, 2003",Unreleased,"Mar 18, 2003"
Rayman Arena,Ubi Pictures Ubi Soft Milan,Ubi Soft,Unreleased,Unreleased,"Oct 1, 2002"
Raze's Hell,Artech Studios,Majesco Entertainment,"Feb 17, 2006",Unreleased,"Apr 21, 2005"
Real World Golf,In2Games,Mad Catz,Unreleased,Unreleased,"Apr 11, 2006"
Red Dead Revolver,Rockstar San Diego,Rockstar Games,"Jun 11, 2004","May 26, 2005","May 4, 2004"
Red Faction II,Outrage Games,THQ,"Jun 6, 2003",Unreleased,"Apr 1, 2003"
Red Ninja: End of Honor,Tranji Studios,Vivendi Universal Games,"Apr 1, 2005",Unreleased,"Mar 29, 2005"
RedCard 2003,Point of View,Midway Sports,"Jul 12, 2002",Unreleased,"Jun 25, 2002"
Reign of Fire,Kuju London,BAM! Entertainment,"Nov 15, 2002",Unreleased,"Oct 22, 2002"
Rent-A-Hero No. 1,Aspect,Sega,Unreleased,"Sep 4, 2003",Unreleased
Reservoir Dogs,Volatile Games,Eidos Interactive,"Aug 25, 2006",Unreleased,"Oct 24, 2006"
Return to Castle Wolfenstein: Tides of War,Nerve Software,Activision,"May 15, 2003","Dec 25, 2003","May 6, 2003"
Richard Burns Rally,Warthog Games,SCi Games,"Jul 9, 2004 EU Jul 16, 2004 AUS",Unreleased,Unreleased
RoadKill,Terminal Reality,Midway,"Nov 21, 2003",Unreleased,"Oct 13, 2003"
Robin Hood: Defender of the Crown,Atomic Planet Entertainment,Capcom,"Nov 28, 2003",Unreleased,"Nov 11, 2003"
RoboCop,Titus Interactive Studio,Titus Interactive,"Dec 12, 2003",Unreleased,"Jul 29, 2003"
